fy_rec'd,epa_file_#,summary_status,_merge,named_entity,clean_date_received,recent_status_date,time_difference,detailed_status,primary_status_map,simplified_status,compare_statuses,reason_for_rejection_if_applicable,presidential_administration,environmental_justice_issue_cited,city,state,zip_code,community_impacted,referred_agency,is_unique,filed_by_a_lawyer,group_filing,filed_on_behalf_of,epa_initiated_compliance_review,complaint_about_environmental_justice_matter,notes_on_ej_categorization,more_than_one_complaint,total_related_complaints,related_complaint_numbers,complaint_link,notes,additional_notes,disc_basis_1,disc_basis_2,related_documents,origin,final_adjudication_&_reason,disc_basis_3,disc_basis_4,disc_basis_5
fy20,02r-20-r4,closed,both,north carolina deq,2020-02-06,2020-03-02,25.0,rejected without prejudice 3/2/2020: not ripe for review,rejected,rejected,True,not ripe for review,Trump,"Agency approved and would not revoke a permit issued to Atlantic Coast Pipeline, disproportionately impacting Native Americans and African Americans",Multiple locations,NC,multiple,Native American and Black residents,,yes,Yes,Environmental Justice Clinic at Vermont Law School,Friends of the Earth; The North Carolina Climate Solutions Coalition,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/02R-20-R4%20Complaint_Redacted.pdf,"""EPA regulations state that complaints “must be filed within 180 calendar days of the alleged discriminatory acts, unless the OCR [now ECRCO] waives the time limit for good cause.” 40 CFR § 7.120(b)(2). Complainant Friends of the Earth filed a timely complaint on May 15, 2018, alleging that DEQ had failed to adequately assess the disproportionate impacts of the decision to grant the permits and that, in fact, DEQ’s action would have a disparate impact on the basis of race and national origin. Appendix A. EPA dismissed the claim as not ripe given that permits issued by federal agencies still needed to be modified. Appendix B at 2. Under this reasoning, a challenge to DEQ’s approval of the ACP may still not be ripe and Complainants would thus ask that ECRCO hold this complainant in abeyance or again dismiss without prejudice. In the alternative, EPA should waive the 180-day timeline in this instance, given Complainants’ good faith effort to notify DEQ of their claims, prior civil rights complaint filed with EPA, receipt of new information supporting their claims that was not disclosed at the time of DEQ’s 2018 decision, and subsequent Petition asking DEQ to rescind its approval."" // The pipeline was canceled in 2020 “due to ongoing delays and increasing cost uncertainty which threaten the economic viability of the project"": https://www.greentechmedia.com/articles/read/dominion-to-sell-natural-gas-business-and-cancel-atlantic-coast-pipeline",,race, national origin,02r-20-r4 complaint (pdf) (19.05 mb),epa,,,,
fy20,02no-20-r10,closed,both,puget sound clean air agency,2020-01-31,2020-02-25,25.0,rejected without prejudice 2/25/2020: not ripe for review,rejected,rejected,True,not ripe for review,Trump,"Puget Sound Clean Air Agency approved an air permit for the Tacoma Liquified Natural Gas facility beside an EJ community, without analyzing for disparate impacts, and won't consult with the tribal nation",Tacoma,WA,98404,Puyallup tribal members,,yes,Probably [redacted],Puyallup Tribe of Indians,,No,Yes,,Yes,3.0,"02no-20-r10, 01no-22-r10, 01no-20-r10",https://www.epa.gov/system/files/documents/2022-08/02NO-20-R10%20Complaint%20%28NR%29.pdf,,,national origin,,02no-20-r10 complaint (pdf) (1018.23 kb),epa,,,,
fy20,02r-20-r9,closed,both,hawaii dept. of agriculture,2020-01-09,2023-06-13,1251.0,rejected/referred to eeoc 1/31/2020: investigation unjustified/lack of jurisdiction,rejected and referred,rejected and referred,True,"Lack of jurisdiction, investigation unjustified",Trump,Employment retaliation after employee was involved in EPA complaint 44RNO-16-R9,not mentioned,HI,not mentioned,,eeoc ,yes,No,Redacted individual,,No,Yes,"This is an employment retaliation complaint after the person's involvement in an earlier, resolved complaint",,1.0,,https://www.epa.gov/system/files/documents/2022-08/02r-20-R9%20Complaint_Redacted.pdf,Earlier complaint: 44RNO-16-R9,,retaliation, national origin,02r-20-r9 complaint (pdf) (4.94 mb),epa,,,,
fy20,01d-20-r5,closed,both,wisconsin dnr,2019-12-05,2019-12-26,21.0,rejected/referred to eeoc 12/26/2019: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Trump,Complainant says they were denied reasonable accommodations for work as a senior hydrogeologist with hearing impairment,Madison,WI,53705,A worker with disabilities,eeoc ,yes,No,Redacted individual,,No,No,"Workplace discrimination complaint, not environmental discrimination",,1.0,,https://www.epa.gov/system/files/documents/2022-08/01D-20-R5%20Complaint%20Redacted.pdf,,,disability,,01d-20-r5 complaint (pdf) (82.22 kb),epa,,,,
fy20,01no-20-r10,closed,both,puget sound clean air agency,2019-11-15,2019-12-09,24.0,rejected without prejudice 12/9/2019: not ripe for review,rejected,rejected,True,not ripe for review,Trump,"Puget Sound Clean Air Agency issued a preliminary determination signaling intent to issue an order of approval for an air permit for the Tacoma Liquified Natural Gas facility beside an EJ community, without analyzing for disparate impacts, and won't consult with the tribal nation",Tacoma,WA,98404,Puyallup tribal members,,yes,Probably [redacted],Puyallup Tribe of Indians,,No,Yes,,Yes,3.0,"02no-20-r10, 01no-22-r10, 01no-20-r10",https://www.epa.gov/system/files/documents/2022-08/01NO-20-R10%20Complaint%20Redacted.pdf,,,national origin,,01no-20-r10 complaint (pdf) (3.19 mb),epa,,,,
fy20,03d-20-r6,closed,both,"senior services of america, inc.",2019-11-14,2023-06-13,1307.0,rejected/referred to eeoc 12/9/2019: lack of jurisdiction/required referral,rejected and referred,rejected and referred,True,Lack of jurisdiction,Trump,None listed. It's an employment discrimination complaint involving an EPA contractor.,Dallas,TX,not mentioned,A worker with disabilities,eeoc ,yes,Yes,Rob Wiley Employment Lawyers,Redacted individual,No,No,"Workplace discrimination complaint, not environmental discrimination",,1.0,,https://www.epa.gov/system/files/documents/2022-08/03D-20-R6%20Complaint_Redacted.pdf,,,disability,,03d-20-r6 complaint (pdf) (2.97 mb),epa,,,,
fy20,02no-20-r6,resolved/in monitoring,both,texas. comm. on envir. quality,2019-11-12,2020-11-04,358.0,resolved with informal resolution agreement 11/4/2020: in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,Lack of notices in languages other than English and interpreters for TCEQ public meetings,"N/A, statewide (but mentions Houston)",TX,"N/A, statewide (but mentions 77011)","Limited English proficiency residents, predominantly Spanish speakers",,yes,,Texas Environmental Justice Advocacy Services; Sierra Club ,,No,Yes,,,1.0,,https://www.epa.gov/system/files/documents/2022-08/02NO-20-R6%20Complaint%20Redacted.pdf,"""At present, TCEQ rules do not require alternative language notice for public meetings held for state permitting actions. This means that affected non-English-speaking community members throughout Texas are not made aware of public meetings and thus are denied the opportunity to fully participate in the permit decision-making process. And even when they manage to learn of public meetings and attend, TCEQ rules do not require professional language interpretation services at public meetings even when the agency is aware of the high likelihood that Limited English Proficient persons will be in attendance. The burden of this exclusion falls disproportionately on linguistically isolated communities.""",,national origin,,02no-20-r6 complaint (pdf) (693.13 kb),epa,,,,
fy20,01no-20-r9,closed,both,utc collins aerospace,2019-11-04,2019-11-08,4.0,rejected 11/8/2019: lack of jurisdiction,rejected,rejected,True,Lack of jurisdiction,Trump,Toxic exposures to residents and employees from chromium paint used at facility,Riverside,CA,92503,Workers and residents,,yes,No,Redacted individual,,No,Unclear,"Reference to community exposure suggests it's an environmental issue, but there's no identification of a protected group, no mention of whether the company is receiving EPA funding",Most likely,2.0,"01no-20-r9, 01no-19-r9",https://www.epa.gov/system/files/documents/2022-08/01NO-20-R9%20Complaint_Redacted.pdf,,,national origin,,01no-20-r9 complaint (pdf) (498.59 kb),epa,,,,
fy20,01r-20-r4,closed,both,al dept. of envir. mgmt. - dothan msw landfill,2019-10-31,2019-11-22,22.0,rejected without prejudice 11/22/2019: not ripe for review,rejected,rejected,True,not ripe for review,Trump,Permit to expand the City of Dothan Sanitary Landfill near a predominantly Black area,Dothan,AL,36301,Primarily Black residents,,yes,Yes,Law office of David A. Ludder,Redacted individuals,No,Yes,,Yes,2.0,"01r-20-r4, 13r-16-r4",https://www.epa.gov/system/files/documents/2022-08/01R-20-R4%20CompIaint_Redacted.pdf,"Note: The landfill closed in 2022 after a judge ruled that ADEM was not acting within its authority when it approved a permit modification (https://dothaneagle.com/news/local/govt-and-politics/dothan-closes-landfill-after-landowners-legal-win-on-technicality/article_3a3d53ea-b466-11ec-88b2-2b6e1d1a78d4.html). City planned to pursue a new permit. Landfill remains closed as of 3/15/23, when I checked the city's website. Plaintiffs in the lawsuit (probably the same as the EPA complainants; same lawyer) are Bobby Lewis, Michael Del Vecchio, David Del Vecchio and Peggy R. Del Vecchio.",,race,,01r-20-r4 complaint (pdf) (497.2 kb),epa,,,,
fy20,01u-20-r6,closed,both,texas dept. of criminal justice,2019-10-29,2020-10-30,367.0,rejected/referred to doj 10/30/2020: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Trump,Faulty plumbing in the William G. McConnell Unit prison is putting sewage into the drinking water and exposing inmates to sewage gases; inmates are contracting bacterial infections,Beeville,IN,78102,Inmates,doj ,yes,No,Redacted individual,,No,Yes,"No protected class mentioned, but there likely is one. It's a significant sanitary/environmental health issue.",,1.0,,https://www.epa.gov/system/files/documents/2022-08/01U-20-R6%20Complaint%20Redacted.pdf,,,,,01u-20-r6 complaint (pdf) (469.88 kb),epa,,,,
fy20,01u-20-r3,closed,both,pa dept. of corrections,2019-10-16,2020-10-17,367.0,rejected/referred to doj 10/17/2020: lack of jurisdiction,rejected and referred,rejected and referred,True,Lack of jurisdiction,Trump,"Undefined ""toxic waste problems that is life threatening""",La Belle,PA,15450,Inmate or inmates,doj ,yes,No,Redacted individual,,No,Unclear,Not enough detail,,1.0,,https://www.epa.gov/system/files/documents/2022-08/01U-20-R3%20Complaint%20Redacted.pdf,,,,,01u-20-r3 complaint (pdf) (576.55 kb),epa,,,,
fy19,01cr-19-r4,resolved/in monitoring,both,owasa (nc) compliance review,2019-09-27,2020-05-06,222.0,resolved with informal resolution agreement 5/6/2020: in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,"Deficiencies re: federal nondiscrimination law, including nothing EPA could find on the agency's website about a language access policy/plan, disability policy/plan, complete notice of nondiscrimination, nondiscrimination grievance procedure, etc. ",Carrboro,NC,"N/A, citywide","Limited English proficiency residents, people with disabilities",,,Yes,EPA,,Yes,N/A (EPA initiated),,,1.0,,https://www.epa.gov/system/files/documents/2022-09/01CR-19-R4%20Compliance%20Rev%20Initiation%20%28NR%29.pdf,"The reason for the compliance review: It started with ""a recent complaint investigation."" EPA first gave the agency opportunities ""to address these deficiencies informally with technical assistance from ECRCO. However, to date, ECRO's offers to engage in information resolution and to discuss and address these deficiencies have been rejected."" After that, the under-review agency agreed to an informal resolution: https://www.epa.gov/system/files/documents/2022-09/01CR-19-R4%20Resolution%20Ltr%20and%20IRA%20%28NR%29.pdf",,race,,01cr-19-r4 compliance rev initiation (pdf) (841.53 kb) 01cr-19-r4 resolution ltr and ira (pdf) (374.77 kb),epa,,,,
fy19,03r-19-r3,resolved/in monitoring,both,wv dept. of envir. protection,2019-09-24,2021-01-08,472.0,resolved with informal resolution agreement 1/8/2021: in monitoring,resolved,resolved: informal resolution agreement,False,,Trump,"Agency's approval of a permit for Mountaineer Gas’ gas pipeline ""has resulted in the possible disturbance or removal of burials"" at a predominantly Black cemetery",Kearneysville,WV,25430,Descendants of people buried in a predominantly Black cemetery,,yes,Unclear (possibly),The descendants of the Boyd Carter Memorial Cemetary; Rural Agricultural Defenders,,No,Yes,,Yes,3.0,"03r-19-r3, 04r-19-r3, 05r-19-r3",https://www.epa.gov/system/files/documents/2022-09/03R-19-R3%20Complaint_Redacted.pdf,"Complaint seeks ""an immediate injunction and stop work order to be issued by the State of West Virginia and the Respondents to all Rockwool and Mountaineer Gas construction and operating activities to prevent further damage to the Cemetery, its descendants, and African American history and culture until the discriminatory grievances contained herein can be resolved."" Contact info for Rural Agricultural Defenders included on page 62 of the PDF",,race,,03r-19-r3 complaint (pdf) (11.3 mb),epa,,,,
fy19,04r-19-r3,closed,both,jefferson county (wv) commission,2019-09-24,2019-10-17,23.0,administratively closed 1/7/2020: lack of jurisdiction (originally accepted 10/17/2019),rejected,rejected,True,Lack of jurisdiction,Trump,Actions harming a predominantly Black cemetery,Kearneysville,WV,25430,Descendants of people buried in a predominantly Black cemetery,,no,Unclear (possibly),The descendants of the Boyd Carter Memorial Cemetary; Rural Agricultural Defenders,,No,Yes,,Yes,3.0,"03r-19-r3, 04r-19-r3, 05r-19-r3",https://www.epa.gov/system/files/documents/2022-09/04R-19-R3%20Complaint_Redacted.pdf,,,race,,04r-19-r3 complaint (pdf) (11.3 mb),epa,,,,
fy19,05r-19-r3,closed,both,jefferson county (wv) office of the clerk (wv),2019-09-24,2019-10-17,23.0,administratively closed 10/17/2019: merged with 04r-19-r3 (same entity as jefferson county comm.),rejected,closed: merged with another complaint,False,,Trump,Actions harming a predominantly Black cemetery,Kearneysville,WV,25430,Descendants of people buried in a predominantly Black cemetery,,no,Unclear (possibly),The descendants of the Boyd Carter Memorial Cemetary; Rural Agricultural Defenders,,No,Yes,,Yes,3.0,"03r-19-r3, 04r-19-r3, 05r-19-r3",https://www.epa.gov/system/files/documents/2022-09/05R-19-R3%20Complaint_Redacted_0.pdf,,,race,,05r-19-r3 complaint (pdf) (11.3 mb),epa,,,,
